,title,location,posted_on,deadline,details,institute,link,keyword,comb,exist
338,Post-Doc Researcher “Experimentation and numerical modelling in fluid mechanics,France,29 July 2025,5 Sep 2025 - 23:59 (Europe/Brussels),"As a national geological service, BRGM is the reference public institution in Earth science applications for managing soil and subsoil resources and risks (www.brgm.fr). Its action is oriented towards scientific research, support for public policies and international cooperation.As part of the...",BRGM,/jobs/365195,Behavioral_Data_Science,29 July 2025|/jobs/365195,False
339,PhD position in Climate-Resilient Stormwater Management with Data-Driven and Nature-Based Solutions,Norway,29 July 2025,11 Aug 2025 - 23:59 (Europe/Oslo),About the positionA PhD position in Climate-Resilient Urban Stormwater Management with Data-Driven and Nature-Based Solutions is available at the Department of Building and Environmental Technology at the Faculty of Science and Technology.The PhD position is for a period of 3 years.Desired start...,universitypositions,/jobs/365144,Behavioral_Data_Science,29 July 2025|/jobs/365144,False
342,Postdoctoral Research Fellow (A) - Weed Science and Plant Genetics,Australia,29 July 2025,25 Aug 2025 - 00:00 (UTC),"(Level A) $81,293 - $109,307 per annum plus an employer contribution of 17% superannuation applies. Fixed term, full-time position for 5 years. This position offers an exciting opportunity for a motivated early-career researcher to contribute to impactful research in molecular genetics supporting...",Times Higher Education,/jobs/364880,Behavioral_Data_Science,29 July 2025|/jobs/364880,False
349,Assistant Professor in Cyber Security,Netherlands,15 July 2025,15 Sep 2025 - 21:59 (UTC),Do you like solving challenges in cyber security? Do you want to become part of a growing team of cybersecurity researchers at the University of Amsterdam whose research contributes to securing our digital world? The Theory of Computer Science (TCS) and Complex Cyber Infrastructure (CCI) research...,University of Amsterdam (UvA) via AcademicTransfer,/jobs/360969,Brain_connectivity_networks,15 July 2025|/jobs/360969,False
351,Doctoral student in Biomedicine,Sweden,5 July 2025,18 Aug 2025 - 21:59 (UTC),"Reference number ORU 2.1.1-03933/2025Örebro University is seeking a doctoral student for postgraduate education leading to a PhD in Medical Science with specialization in Biomedicine at the School of Medical Sciences, with studies commencing in early autumn 2025.Project descriptionPAN Sweden - Plant...",Academic Positions,/jobs/358782,Brain_connectivity_networks,5 July 2025|/jobs/358782,False
352,"Postdoctoral Positions Available – Neurometabolic Lab, IDIBELL (Barcelona, Spain)",Spain,2 July 2025,15 Aug 2025 - 23:59 (Europe/Madrid),"We are looking for talented postdoctoral researchers to join the Neurometabolic Lab at the Bellvitge Biomedical Research Institute (IDIBELL), located at the University of Barcelona Campus in Bellvitge, Barcelona, Spain. Our lab is led by Prof. Aurora Pujol, and focuses on Genomic Medicine for brain...",Institut d'Investigacio Biomedica de Bellvitge (IDIBELL),/jobs/357750,Brain_connectivity_networks,2 July 2025|/jobs/357750,False
363,assistant professor,Poland,7 August 2025,7 Sep 2025 - 23:59 (Europe/Warsaw),I. Additional requirements:A candidate for the position of assistant professor within teaching staff is required to:hold at least a doctoral degree in economics and financehave scientific achievements documented by publications and active participation in conferenceshave teaching experience gained...,State Higher Vocational School in Tarnów,/jobs/367150,Behavioral_Data_Science,7 August 2025|/jobs/367150,False
364,"Research Fellow, Health Services & Population Research",United Kingdom,7 August 2025,18 Aug 2025 - 00:00 (UTC),"About us: The post will be based in the Centre for Mental Health Policy and Evaluation (CMHPE) at King’s College London. The Centre is home to a team of expert implementation and improvement science researchers, including health economists and statisticians. This team investigates how best to...",Times Higher Education,/jobs/367096,Behavioral_Data_Science,7 August 2025|/jobs/367096,False
365,"Postdoctoral Research Associate, Craniofacial & Regenerative Biology",United Kingdom,7 August 2025,25 Aug 2025 - 00:00 (UTC),About us The Tucker lab is looking for a postdoc to work on a project funded by the Biotechnology and Biological Sciences Research Council (BBSRC). The post is for two years to study the role of the microbiome in olfaction using mouse models. The selected applicant will join the vibrant and friendly...,Times Higher Education,/jobs/367105,Behavioral_Data_Science,7 August 2025|/jobs/367105,False
366,Study of cell shape changes during embryogenesis: application to the sea urchin (M/F),France,7 August 2025,27 Aug 2025 - 23:59 (UTC),"This position is available within the Morpheme team - SIS Department of the i3S / UMR7271 Laboratory in Sophia Antipolis. The Laboratory for Computer Science, Signals and Systems at Sophia Antipolis (i3S), set up in 1989, conducts research in computer science. With a staff of nearly 300, including...",CNRS - National Center for Scientific Research,/jobs/367124,Behavioral_Data_Science,7 August 2025|/jobs/367124,False
367,PhD student in Transportation and Mobility Planning,Switzerland,7 August 2025,3 Nov 2025 - 22:59 (UTC),"PhD student in Transportation and Mobility PlanningProf. Eva Heinen is seeking an ambitious PhD candidate to join her research group at the Institute for Transport Planning and Systems, Department of Transportation and Mobility Planning. Our research is conceptually driven and empirical. The...",Academic Positions,/jobs/367127,Behavioral_Data_Science,7 August 2025|/jobs/367127,False
368,Software Engineering Research Engineer (M/F),France,7 August 2025,6 Sep 2025 - 00:00 (UTC),"The SPIRALS project team conducts research in the fields of distributed systems and software science. Our goal is to introduce greater autonomy into the adaptation mechanisms of software systems, in particular to ensure the transition from adaptive systems to self-adaptive systems. We are focusing...",inria,/jobs/367050,Behavioral_Data_Science,7 August 2025|/jobs/367050,False
369,Research & Strategy Intern (Cybersecurity Solutions),France,6 August 2025,30 Sep 2025 - 12:00 (Europe/Rome),"Market & Competitive Analysis: Conduct practical, business-focused research on market trends, competitor strategies, and the economic impact of cyber threats on various industries, with a specific focus on the Arab world.Product Strategy Contribution: Work with our product managers and engineers to...",enforcis,/jobs/366863,Behavioral_Data_Science,6 August 2025|/jobs/366863,False
371,BI Refª. 16206/EnergyFlex.1/2025,Portugal,6 August 2025,2 Sep 2025 - 23:59 (Europe/Lisbon),"NOTICEANNOUNCEMENT CALL FOR A SCIENTIFIC RESEARCH FELLOWSHIP (BI) FOR MSc HOLDERSA call is now open for the award of 1 (one) scientific research fellowship (BI) for MSc holders, PhD student, under the project EnergyFlex - Combining artificial intelligence and optimisation tools for a flexible and...",INESC COIMBRA - INSTITUTO DE ENGENHARIA DE SISTEMAS E COMPUTADORES DE COIMBRA,/jobs/366816,Behavioral_Data_Science,6 August 2025|/jobs/366816,False
393,Postdoctoral Research Fellow (A) - Weed Science,Australia,29 July 2025,25 Aug 2025 - 00:00 (UTC),"(Level A) $81,293 - $109,307 per annum plus an employer contribution of 17% superannuation applies. Fixed term, full-time position for 5 years. We are seeking a motivated and collaborative Postdoctoral Research Fellow A to join the School of Agriculture at the University of Adelaide, supporting the...",Times Higher Education,/jobs/364881,Behavioral_Data_Science,29 July 2025|/jobs/364881,False
394,Research Fellow in Cancer Care,United Kingdom,29 July 2025,17 Aug 2025 - 00:00 (UTC),"The University of Surrey is a global community of ideas and people, dedicated to life-changing education and research. We have a bold vision of what we want to achieve - shaping ourselves into one of the best universities in the world, which we are achieving through the talents and endeavour of...",Times Higher Education,/jobs/364890,Behavioral_Data_Science,29 July 2025|/jobs/364890,False
395,PhD in Energy System Modelling with Emphasis on Social Dimensions,Switzerland,29 July 2025,26 Oct 2025 - 22:59 (UTC),"Materials science and technology are our passion. With our cutting-edge research, Empa's around 1,100 employees make essential contributions to the well-being of society for a future worth living. Empa is a research institution of the ETH Domain.The Urban Energy Systems Laboratory (UESL) pioneers...",Academic Positions,/jobs/364926,Behavioral_Data_Science,29 July 2025|/jobs/364926,False
396,One Research Fellowship (2023.14406.PEX -B1),Portugal,28 July 2025,1 Sep 2025 - 23:59 (UTC),"One Research Fellowship (BI) is open at Universidade Fernando Pessoa for the Project Strategic sustainability integration in non-profit organizations: development of a management tool assisted by artificial intelligence,2023.14406.PEX, funded by Portuguese funds (PIDDAC), through Fundação para a...",Fundação Ensino e Cultura Fernando Pessoa,/jobs/364796,Behavioral_Data_Science,28 July 2025|/jobs/364796,False
397,"one doctorate position, in full dedication, for the exercise of activities of scientific research in Mechanical Engineering",Portugal,28 July 2025,27 Aug 2025 - 16:00 (Europe/Lisbon),"Public Notice CTMGI_2023.14312.TENURE.005/IDMEC-LAETA Framework The Executive Board of the Institute of Mechanical Engineering (IDMEC) of the Associated Laboratory of Energy, Transportation and Aerospace (LAETA) on the 23rd of September of 2024 took the decision to open an international selection...",Instituto de Engenharia Mecânica,/jobs/364784,Behavioral_Data_Science,28 July 2025|/jobs/364784,False
399,Research Grant - Edital BI-ISISE-UMINHO-REFINED-16273-B1,Portugal,28 July 2025,20 Aug 2025 - 23:00 (Europe/Lisbon),"A call is open to award (1) research grant within the R&D Project “REFINED - Refractory Engineering for Innovative and knowledge-based lining design”, Project number 16273, with reference COMPETE2030-FEDER-00743400, funded by Programa de Inovação e Transição digital (COMPETE2023), by Fundação para a...",Universidade do Minho - ISISE,/jobs/364773,Behavioral_Data_Science,28 July 2025|/jobs/364773,False
400,Postdoctoral Researcher for Platform Data and Computational Social Science,Germany,28 July 2025,25 Aug 2025 - 23:59 (Europe/Berlin),"GESIS – Leibniz-Institute for the Social Sciences is an internationally active research institute, funded by federal and state governments and member of the Leibniz Association. Starting on October 1, 2025 our Departments Computational Social Science (CSS) and Data Services for the Social Sciences...",GESIS - Leibniz Institut für Sozialwissenschaften,/jobs/364765,Behavioral_Data_Science,28 July 2025|/jobs/364765,False
402,Data-driven design of multi-functional high entropy alloys with excellent radiation resistance and mechanical properties,Czech Republic,28 July 2025,26 Oct 2025 - 23:59 (Europe/Brussels),"This project outlines a data-driven approach to designing HEAs with superior mechanical strength and radiation resistance. By integrating machine learning (ML) and molecular dynamics (MD) simulations with experimental validation, we aim to accelerate the discovery of optimized HEA compositions...",Czech Technical University in Prague,/jobs/364748,Behavioral_Data_Science,28 July 2025|/jobs/364748,False
