title,location,posted_on,deadline,details,institute,link,keyword
Two-Year Postdoc Position on the Role of Temporal Integration in Visual Attention Using Human Intracerebral Recordings,France,11 June 2025,31 Aug 2025 - 23:59 (Europe/Paris),"We are seeking a talented postdoctoral fellow to join the Clinical Research in Neuroscience lab at Université de Lorraine, Nancy, France. The project focuses on the role of temporal integration in visual attention and its functional architecture in the human brain.Our lab specializes in exploring...",Universite de Lorraine,/jobs/351721,Computational_Neuroscience
PhD-student: Computing and Learning with Material Bits,Netherlands,11 June 2025,7 Dec 2025 - 13:50 (UTC),"Work ActivitiesWe are seeking a motivated PhD - student to join our team working on the theory of computing and learning in physical systems, as part of a joint theoretical/experimental program on Smart Materials for Information Processing.With increasing demands on computing and its accompanying...",AcademicTransfer,/jobs/351434,Computational_Neuroscience
International PhD Programs in the Life Sciences,Switzerland,9 June 2025,1 Nov 2025 - 00:00 (Africa/Abidjan),The Life Science Zurich Graduate School consists of several highly competitive PhD programs all of them run jointly by the ETH Zurich and the University of Zurich. Our programs offer a comprehensive and challenging PhD education that allows our students to develop into tomorrow's leaders in life...,Life Science Network gGmbH,/jobs/351083,Computational_Neuroscience
Master's thesis/Internship in robotics foundation models for motor control,Austria,8 June 2025,31 Dec 2025 - 00:00 (Europe/Vienna),MissionWe are inviting applications for master's theses/internship positions focused on pioneering robotic foundation models to understand the neural basis of mammalian motor control. The projects are generously funded by an ERC Starting Grant and a WWTF Vienna Research Group Grant.Our lab is...,"Institute of Artificial Intelligence, Medical University of Vienna",/jobs/350949,Computational_Neuroscience
PhD position in robotics foundation models for motor control,Austria,8 June 2025,31 Dec 2025 - 00:00 (Europe/Vienna),MissionWe are inviting applications for a PhD position or internship focused on pioneering robotic foundation models to understand the neural basis of mammalian motor control. The projects are generously funded by an ERC Starting Grant and a WWTF Vienna Research Group Grant.Our lab is driving a...,"Institute of Artificial Intelligence, Medical University of Vienna",/jobs/350948,Computational_Neuroscience
Postdoc position in robotics foundation models for motor control,Austria,8 June 2025,31 Dec 2025 - 00:00 (Europe/Vienna),MissionWe are inviting applications for a postdoctoral position or internship focused on pioneering robotic foundation models to understand the neural basis of mammalian motor control. The projects are generously funded by an ERC Starting Grant and a WWTF Vienna Research Group Grant.Our lab is...,"Institute of Artificial Intelligence, Medical University of Vienna",/jobs/350944,Computational_Neuroscience
Post-Doctoral Fellowship in Applied Mathematics,Brazil,12 July 2025,5 Aug 2025 - 23:59 (UTC),"The “Methods” Track of the BI0S Project – Brazilian Institute of Data Science is offering one post-doctoral position. This track aims to develop mathematical, algorithmic, and computational approaches in AI, aiming for applications in Health and Agriculture areas. BI0S is an Applied Research Center...","FAPESP, SAO PAULO RESEARCH FOUNDATION",/jobs/360658,Neural_Engineering
Assistant for Teaching – 1 FTE (ZUM),Poland,11 July 2025,11 Aug 2025 - 12:00 (Europe/Warsaw),DEANOF THE FACULTY OF COMPUTING AND TELECOMMUNICATIONS OF THE POZNAŃ UNIVERSITY OF TECHNOLOGY hereby announces a competitionfor the post of an Assistant for Teaching – 1 FTEat the Institute of Computing Science in Division of Machine Learningin the field of Engineering and technologyin the...,Poznan University of Technology,/jobs/360558,Neural_Engineering
Assistant Professor for Research and Teaching – 2/3 FTE,Poland,11 July 2025,11 Aug 2025 - 12:00 (Europe/Warsaw),OF THE FACULTY OF COMPUTING AND TELECOMMUNICATIONS OF THE POZNAŃ UNIVERSITY OF TECHNOLOGY hereby announces a competitionfor the post of an Assistant Professor for Research and Teaching – 2/3 FTEat the Institute of Computing Science in Division of Intelligent Decision Support Systemsin the field of...,Poznan University of Technology,/jobs/360544,Neural_Engineering
Research Assistant in Computer Vision and Biomedical Imaging,United Kingdom,11 July 2025,6 Aug 2025 - 00:00 (UTC),"About Us The Sailem Group is a dynamic, multidisciplinary research team focused on advancing cancer care through cutting-edge computational and AI technologies. We develop innovative approaches that combine deep learning, computer vision, and bioinformatics to extract actionable insights from...",Times Higher Education,/jobs/360373,Neural_Engineering
Post-Doctoral Associate in the Division of Engineering - Dr. Khalil Ramad,United Arab Emirates,11 July 2025,9 Aug 2025 - 00:00 (UTC),Description Laboratory for Advanced Neuroengineering and Translational Medicine at New York University Abu Dhabi (NYUAD) seeks to recruit a postdoctoral research associate to join this new initiative focusing on designing and developing novel medical devices for ultimate human use. Laboratory for...,Times Higher Education,/jobs/360380,Neural_Engineering
Lecturer in Data-Driven Hydrological and Hydrogeological Modelling M/F,France,9 July 2025,18 Aug 2025 - 00:00 (UTC),"Come and join IMT Mines Alès, a prestigious engineering school that ranks among the best in France and worldwide, based in Alès, a town on a human scale, the capital of the Cévennes, where the quality of life is highly appreciated by its inhabitants.You will join CREER.As a Senior Lecturer at the...",IMT Mines Ales,/jobs/359783,Neural_Engineering
PhD student position in Neuro-symbolic AI,Sweden,8 July 2025,30 Aug 2025 - 22:00 (UTC),Looking for your next challenge? Become a part of a team that’s driving change and innovation every day. This PhD position is part of the WASP-WISE NEST project RAM³ – a multidisciplinary research effort at the intersection of machine learning and applied mechanics. The focus of this position is on...,Talentech,/jobs/359048,Neural_Engineering
Doctoral student in Neuromorphic Computing in Memristors,Sweden,8 July 2025,28 Aug 2025 - 21:59 (UTC),"Project descriptionThird-cycle subject: Electrical EngineeringAs part of the Marie Curie ITN project REACT, KTH will focus on developing a memristor-based neuromorphic architecture, with particular emphasis on the BCPNN model pioneered at KTH. Other neuromorphic models will also be investigated. The...",Academic Positions,/jobs/359199,Neural_Engineering
Doctoral Candidate for Neuromorphic Architectures in Memristors,Sweden,8 July 2025,31 Aug 2025 - 00:00 (UTC),"PhD on the topic: Neuromorphic Architectures in Memristors The REACT MSCA DN Project: Self-awareness in humans is an innate capability, arising from the brain’s ability to process a multitude of sensory inputs. Emulating this functionality in electronic systems—commonly referred to as neuromorphic...",HiPEAC,/jobs/359088,Neural_Engineering
PhD Position Low-Power Digital IC Design for ML-based Signal Processing,Netherlands,8 July 2025,10 Aug 2025 - 21:59 (UTC),Ready to re-imagine how tiny pieces of silicon can run powerful machine-learning algorithms within a few milliwatts?Ready to re-imagine how tiny pieces of silicon can run powerful machine-learning algorithms within a few milliwatts? Join the Lab of Efficient Machine Intelligence led by Dr. Chang Gao...,Delft University of Technology via AcademicTransfer,/jobs/359054,Neural_Engineering
PhD offer in human movement science,Belgium,12 November 2024,1 Sep 2025 - 18:00 (Europe/Brussels),"This project, funded by an FSR grant, explores how basic, rudimentary movement patterns present at birth evolve into sophisticated locomotor function during development. By studying the processes that shape functional muscle networks as infants grow, we seek to offer new insights into the maturation...",Institute of Neuroscience,/jobs/290221,Cognitive_and_Systems_Neuroscience
"Fully funded (and no tuition) PhD program in psychiatric, translational research and basic Neuroscience with Residency Track option",Germany,11 March 2024,31 Oct 2025 - 23:59 (Europe/Berlin),"We welcome applications starting on August 15, 2025 for a start in 2026 (deadline October 31, 2025).The International Max Planck Research School for Translational Psychiatry (IMPRS-TP) is offering PhD positions in molecular, cellular, and systemic psychiatric research to outstanding students. During...",International Max Planck Research School for Translational Psychiatry (IMPRS-TP),/jobs/203408,Computational_Neuroscience
"Researcher, Privacy in Digital Health",Germany,27 September 2021,27 Sep 2025 - 12:00 (UTC),"We are looking for a Researcher, Privacy in Digital Health. Responsibilities Creatively and systematically search new knowledge and document such knowledge based on your expertise in the area of data protection and privacy Drive the succesful completion of the responsibilities of Stelar and act as...",Stelar Security Technology Law Research,/jobs/689317,Computational_Neuroscience
Research assistant (‘ingénieur de recherche’),France,8 July 2025,7 Aug 2025 - 00:00 (UTC),"DescriptionWe are recruiting a research assistant to for the project “The neural and cognitive mechanisms of adaptive and maladaptive emotion-behaviour interactions in naturalistic tasks” (EMOBB), funded by a 5-year ERC Starting Grant (PI: Jacqueline Scholl, Chargée de recherche at Inserm). The post...",inserm,/jobs/359349,Computational_Neuroscience
Post-Doctorant,France,8 July 2025,30 Sep 2025 - 00:00 (Europe/Paris),"CONTEXTAre you an early-career cognitive neuroscientist, looking to contribute to a new line of research? The Paris Brain Institute is seeking a postdoctoral researcher to join The Frontlab team (“the prefrontal cortex as a critical hub for higher cognitive functions: from health to disease »). For...",Institut du Cerveau et de la Moelle épinière,/jobs/359287,Computational_Neuroscience
