title,location,posted_on,deadline,details,institute,link,keyword
2023.15056.TENURE.054- CBQF Chair in Computational Microbiology,Portugal,14 July 2025,24 Aug 2025 - 17:00 (Europe/Lisbon),PUBLIC NOTICE/0067/2025 PUBLIC NOTICE FOR AN INTERNATIONAL CALL FOR APPLICATIONS FOR THE POST OF DOCTORAL RESEARCHER Application Reference: 2023.15056.TENURE.054 | CBQF Chair in Computational Microbiology Assistant Researcher |Universidade Católica Portuguesa Portuguese version 1. FrameworkThe...,Universidade Católica Portuguesa - Porto,/jobs/360941,Behavioral_Data_Science
OPENING FOR PHD SCHOLARSHIP IN QUANTUM INFORMATION   AT THE CENTER FOR THEORETICAL PHYSICS PAS,Poland,14 July 2025,8 Aug 2025 - 23:59 (Europe/Warsaw),We are seeking candidates for one PhD position at the Center for Theoretical Physics of the Polish Academy of Sciences in Warsaw within the SONATA BIS project titlted “Characterization and certification of quantum resources” financed by the Polish National Science Centre (grant agreement no. UMO...,Center for Theoretical Physics PAS,/jobs/360915,Behavioral_Data_Science
Assistant Professor in a group of research workers in the Department of Automatic Control and Robotics,Poland,14 July 2025,14 Aug 2025 - 23:59 (Europe/Warsaw),"Employment under the IDUB Action D11: Funding short-term visits of researchers from abroad as well as grants for long-term stays of foreign researchers at AGH - Employment of foreign researchers in PostDoc positions, 1st edition.The candidate for a position of assistant professor will be required to...",AGH University of Krakow,/jobs/360905,Behavioral_Data_Science
The Dean of the Faculty of Environmental Biology  of the University of Life Sciences in Lublin  announces an open competition  for the post of research and teaching assistant in the Department of Invertebrate Ecophysiology and Experimental Biology  The co,Poland,14 July 2025,14 Aug 2025 - 15:00 (Europe/Warsaw),"Requirements for the Applicants:1. A PhD in biological sciences,2. Documented scientific achievements in the field of apidology and/or entomology, including publications from the JCR list,3. Experience in laboratory work and knowledge of morphological and biochemical methods used in analyses in the...",University of Life Sciences in Lublin,/jobs/360879,Behavioral_Data_Science
PIONEER-TOPIC#2025: Effect of air pollution on populations in urban areas of PIONEER cities: comparative study of Lisbon and Lyon,France,14 July 2025,11 Aug 2025 - 12:16 (Europe/Paris),"Traffic emissions have become the major air pollution source in urban areas [1, 2], and the United Nations Organisation stresses that air pollution in Europe remains one of the greatest environmental health threats [3].This PhD proposal focuses on the analysis of the effects of air pollution on...",Université Gustave Eiffel,/jobs/360849,Behavioral_Data_Science
PhD position in robotics foundation models for motor control,Austria,8 June 2025,31 Dec 2025 - 00:00 (Europe/Vienna),MissionWe are inviting applications for a PhD position or internship focused on pioneering robotic foundation models to understand the neural basis of mammalian motor control. The projects are generously funded by an ERC Starting Grant and a WWTF Vienna Research Group Grant.Our lab is driving a...,"Institute of Artificial Intelligence, Medical University of Vienna",/jobs/350948,EEG
Postdoc position in robotics foundation models for motor control,Austria,8 June 2025,31 Dec 2025 - 00:00 (Europe/Vienna),MissionWe are inviting applications for a postdoctoral position or internship focused on pioneering robotic foundation models to understand the neural basis of mammalian motor control. The projects are generously funded by an ERC Starting Grant and a WWTF Vienna Research Group Grant.Our lab is...,"Institute of Artificial Intelligence, Medical University of Vienna",/jobs/350944,EEG
PhD Student - Information and Communication Technology,Belgium,5 June 2025,15 Aug 2025 - 21:59 (UTC),"Last application date Aug 15, 2025 00:00Department CA60 - Information and Communication TechnologyContract Limited durationDegree EngineeringOccupancy rate 100%Vacancy type Research staffJob descriptionABOUT GHENT UNIVERSITYGhent University is a world of its own. Employing more than 15.000 people...",Academic Positions,/jobs/349729,EEG
Post-Doc in Translational Social Cognitive and Affective Neuroscience of Pain and Emotions,Israel,27 May 2025,27 May 2026 - 15:31 (Asia/Jerusalem),"About our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It also is also home to other...",Hebrew University of Jerusalem,/jobs/347494,EEG
PhD for translational Social Cognitive and Affective Neuroscience of Pain and Emotions,Israel,27 May 2025,27 May 2026 - 15:23 (Asia/Jerusalem),"About our Campus: The Ein Kerem campus of the Hebrew University, established in 1960, is in southwestern Jerusalem. This campus hosts the Faculty of Medicine and the School of Dentistry, located next to Hadassah Hospital, one of the city’s main medical centers. It also is also home to other...",Hebrew University of Jerusalem,/jobs/347492,EEG
MSCA-PF: Joint application at the University of Granada. Department of Marketing and Market Research.,Spain,20 May 2025,10 September 2025,"Professor Francisco Javier Montoro Ríos , from the Department of Marketing and Market Research at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-marketing-and-market-7,EEG
MSCA-PF: Joint application at the University of Granada. Department of Marketing and Market Research.,Spain,20 May 2025,10 September 2025,"Professor Francisco Javier Montoro Ríos , from the Department of Marketing and Market Research at the University of Granada, welcomes postdoctoral candidates interested in applying for a Marie Skłodowska-Curie Postdoctoral Fellowship (MSCA-PF) in 2025 at this University. Please note that...",International Research Projects Office,/jobs/hosting/msca-pf-joint-application-university-granada-department-marketing-and-market-6,EEG
Postdoctoral Position in Disinformation,Spain,8 May 2025,30 October 2025,"USP-CEU welcomes early stage postdoctoral researchers with an excellent track record, to apply to the European Commission Marie Sklodowska-Curie (MSCA-25) Postodoctoral Felloships or any other R2 reseach calls, such as: Juan de la Cierva (Spanish Plan for Scientific and Technical Research and......",CEU San Pablo University,/jobs/hosting/postdoctoral-position-disinformation,EEG
Marie Sklodowska-Curie Postdoctoral Fellowships (PF),Spain,7 May 2025,10 September 2025,"The IPsiUS is a recently created research centre (2024) that brings together the most active research groups in Psychology at the University of Santiago de Compostela , in Galicia, Spain. Our institution is recognized with the HR Excellence in Research award, which identifies organisations that...",UNIVERSIDADE DE SANTIAGO DE COMPOSTELA,/jobs/hosting/marie-sklodowska-curie-postdoctoral-fellowships-pf-2,EEG
"The Cognitive Dynamics and Adaptability lab at the Open University of Israel is seeking curious postdocs, for a collaboration with Harvard University.",Israel,29 April 2025,31 December 2025,"Research in the lab, led by Dr. Halely Balaban, focuses on how people process dynamic information, modify their representations in real time, and predict how things might unfold, and how all this is influenced by prior knowledge and expectations. The ISF-funded project uses a novel combination of...",Open University of Israel,/jobs/hosting/cognitive-dynamics-and-adaptability-lab-open-university-israel-seeking-curious,EEG
"Fully funded (and no tuition) PhD program in psychiatric, translational research and basic Neuroscience with Residency Track option",Germany,11 March 2024,31 Oct 2025 - 23:59 (Europe/Berlin),"We welcome applications starting on August 15, 2025 for a start in 2026 (deadline October 31, 2025).The International Max Planck Research School for Translational Psychiatry (IMPRS-TP) is offering PhD positions in molecular, cellular, and systemic psychiatric research to outstanding students. During...",International Max Planck Research School for Translational Psychiatry (IMPRS-TP),/jobs/203408,Neuroimaging_Science
"Junior Professorship, Economics, in Particular Behavioral Economics (W1)",Germany,2 August 2025,30 Aug 2025 - 00:00 (UTC),"HUMANISTIC. SUSTAINABLE. ENTREPRENEURIAL. Leuphana University of Lüneburg stands for innovation in research and education. Methodological diversity, interdisciplinary collaboration, transdisciplinary cooperation with partners outside academia and a dynamic development characterize its research...",Times Higher Education,/jobs/366216,Behavioral_Data_Science
"Research Assistant position at the emergent Team “Ecological Cognition and Computation” at Inserm, Lyon",France,1 August 2025,31 Aug 2025 - 12:00 (Europe/Paris),"We are looking for a Research Manager for our emergent Team “Ecological Cognition and Computation” led by Dr Nils Kolling, which is strongly associated with the Team “Neurobiology of Executive functions”, both part of Inserm, Auvergne Rhône-Alpes. The primary aim of our team is understanding of how...",inserm,/jobs/366179,Behavioral_Data_Science
"Teaching staff in the higher education for the position of adjunct professor, in the field of Human Resources Management",Portugal,1 August 2025,16 Sep 2025 - 23:59 (Europe/Lisbon),"invites applications for the above post within a period of thirty working days from the publication of the present announcement in the Diário da República. The position, which was created but not yet filled within the academic staff of the IPS, is governed by the career structure of the national...",Instituto Politécnico de Setúbal,/jobs/366159,Behavioral_Data_Science
